"GEOID","population","households","acreage","pct.housing.transpo.typical.income.household","pct.housing.typical.income","housing.cost","pct.transpo.typical.income.household","household.co2","autos.typical.income.household","typical.income.household.mileage","pct.transit.commuters.typical.income.household","typical.income.household.transpo.cost","typical.income.household.auto.ownership.cost","typical.income.household.mileage.cost","typical.income.household.transit.trips","overall.employment.index","employment.mix.index","housing.units.per.acre","walkable.index","gross.household.density","median.monthly.homeowner.cost","median.monthly.rent","pct.single.fam","pct.owner.occupied","pct.renter.occupied","cbsa.total.employ","cbsa.total.workers","pct.working.age","zero.auto","one.auto","two.plus.auto","num.workers.home","low.wage.workers.home","med.wage.workers.home","hi.wage.workers.home","total.employ","retail.jobs","office.jobs","industrial.jobs","service.jobs","entertainment.jobs","education.jobs","healthcare.jobs","public.admin.jobs","job.type.mix","low.wage.workers.work","med.wage.workers.work","hi.wage.workers.work","jobs.per.household","pct.bg.employ.near.transit","jobs.within.45.drive","workers.within.45.drive"
"360010026001",1714,569,75.76,0.37,0.19,991,0.17,8.14,1.35,17343,0.14,10509,6316,3934,194,9.8,76,8.93,8.2,7.51,1127,878,0.44,0.45,0.55,412385,395114,0.69855,73,323,159,690,194,260,236,648,17,29,35,9,85,0,471,2,0.497326,270,303,75,1.303823,0,84539.3761,103747.5472
"360010026002",841,325,79.41,0.3,0.14,693,0.16,6.56,1.26,16435,0.15,9904,5895,3728,210,9.8,77,8.55,8.6,4.09,NA,693,0.16,0.21,0.79,412385,395114,0.67213,138,351,78,511,172,243,96,144,9,4,15,35,0,80,1,0,0.677147,21,57,66,0.285714,0,79757.3859,97605.0846
"360010026003",1479,616,197.52,0.3,0.13,670,0.17,5.83,1.32,16850,0.13,10217,6148,3822,185,9.8,75,6.96,8.5,3.12,677,665,0.16,0.42,0.58,412385,395114,0.73839,233,418,148,525,141,269,115,103,6,12,50,7,6,4,17,1,0.761616,25,36,42,0.156535,0,80376.7735,98333.4731
"360010128003",1224,487,47.09,0.36,0.19,946,0.17,6.59,1.41,17278,0.07,10662,6605,3920,103,7.7,66,14.89,9.1,10.34,1516,783,0.12,0.22,0.78,412385,395114,0.7438,193,319,145,453,108,229,116,107,66,0,11,10,4,0,16,0,0.721017,43,39,25,0.195255,0,67014.3497,100248.0811
"360010026004",1223,466,677.6,0.36,0.17,857,0.19,7.83,1.5,19196,0.1,11532,6999,4355,134,9.6,73,3.7,7.2,0.69,1164,442,0.28,0.58,0.42,412385,395114,0.67984,65,217,77,353,108,165,80,1459,27,7,763,74,1,0,586,1,0.496446,255,596,608,4.329377,0,79825.6279,99955.4808
"360010127001",976,539,139.07,0.41,0.22,1143,0.18,7.27,1.5,18358,0.05,11259,7008,4165,65,7,66,6.8,8.7,3.88,1583,965,0.11,0.29,0.71,412385,395114,0.84867,81,276,204,679,175,252,252,434,17,13,16,374,4,4,6,0,0.322452,185,175,74,0.878543,0,60854.4311,93002.2235
"360010127002",618,321,93.07,0.4,0.21,1098,0.18,7.09,1.47,18017,0.05,11044,6857,4087,75,7.2,66,7.7,8.9,3.45,1261,892,0.07,0.56,0.44,412385,395114,0.80958,41,211,140,276,58,102,116,63,0,1,17,1,0,32,12,0,0.711383,17,21,25,0.176966,0,61115.6947,93519.8651
"360010128002",745,319,76.31,0.39,0.19,975,0.2,8.65,1.62,19332,0.05,12064,7582,4386,72,7.9,66,5.41,7.6,4.18,1128,772,0.49,0.57,0.43,412385,395114,0.77435,0,212,171,360,99,154,107,116,59,0,39,18,0,0,0,0,0.909738,53,38,25,0.326761,0,66838.353,99453.7307
"360010127003",568,311,142.25,0.4,0.21,1065,0.19,7.26,1.57,19366,0.05,11820,7344,4393,63,7.5,66,6.71,8.1,2.19,1413,765,0.25,0.46,0.54,412385,395114,0.79966,58,146,103,233,49,97,87,30,0,0,5,14,11,0,0,0,0,20,6,4,0.111111,0,65566.765,98460.2495
"360010128001",575,328,231.49,0.36,0.18,896,0.19,6.07,1.53,18721,0.07,11510,7138,4247,93,8,67,4.9,8.1,1.42,885,900,0.16,0.26,0.74,412385,395114,0.76107,99,229,174,327,87,137,103,606,29,14,401,110,41,0,8,3,0.55558,97,149,360,1.446301,0,73512.1805,105185.7478
"360010128004",993,450,47.8,0.32,0.15,762,0.17,5.84,1.39,16962,0.08,10473,6473,3848,115,7.6,66,13.51,9.2,9.41,1016,693,0.03,0.21,0.79,412385,395114,0.73667,123,282,142,394,90,202,102,199,37,23,28,30,28,11,40,2,0.927215,100,75,24,0.459584,0,67663.8387,101584.1437
"360010129004",792,355,39.55,0.34,0.16,793,0.18,6.85,1.47,18010,0.06,11090,6891,4086,85,7.6,66,9.61,8.9,8.98,NA,793,0.19,0.19,0.81,412385,395114,0.78335,57,203,60,217,51,93,73,8,0,0,0,0,0,0,8,0,0,3,4,1,0.028571,0,62152.1588,94539.4329
"360010129001",1274,529,217.87,0.43,0.24,1236,0.19,7.39,1.54,19177,0.05,11628,7191,4351,65,7.6,66,4.89,8.3,2.43,1825,827,0.14,0.41,0.59,412385,395114,0.75154,104,310,235,585,159,217,209,118,0,12,75,26,5,0,0,0,0.712499,19,39,60,0.207018,0,60645.8784,92190.9082
"360010129002",656,400,90.27,0.24,0.06,330,0.18,3.93,1.42,17321,0.08,10727,6648,3929,112,7.4,66,25.5,9,4.43,NA,330,0,0.02,0.98,412385,395114,0.82474,328,261,45,336,82,135,119,425,80,51,9,9,26,0,62,188,0.793772,134,125,166,0.704809,0,65715.6283,99552.4734
"360010129003",419,280,22.85,0.28,0.11,574,0.17,4.17,1.39,16984,0.07,10472,6481,3853,103,7.5,66,13.25,9.3,12.25,NA,574,0.02,0.09,0.91,412385,395114,0.77838,106,137,97,198,69,79,50,4,0,0,0,4,0,0,0,0,0,1,3,0,0.013937,0,62732.1687,95591.8209
"360010130001",907,344,125.18,0.53,0.3,1522,0.23,10,1.86,23347,0.02,14043,8708,5296,29,7.7,66,3.03,4.1,2.75,1522,NA,1,0.91,0.09,412385,395114,0.85679,19,114,229,446,96,144,206,11,8,0,3,0,0,0,0,0,0,0,2,9,0.031073,0,60107.8519,90041.5878
"360010130002",2128,750,274.19,0.49,0.28,1410,0.22,10.34,1.79,21784,0.03,13363,8366,4942,42,7.7,66,2.6,5.4,2.74,1528,660,0.78,0.86,0.14,412385,395114,0.83953,19,199,411,801,186,254,361,32,2,9,2,1,2,0,16,0,0,7,19,6,0.053068,0,59513.3004,89625.7718
"360010130003",861,457,70.94,0.45,0.27,1366,0.18,7.3,1.46,17669,0.06,10932,6807,4008,88,7.7,66,8.75,8.9,6.44,1779,1064,0.11,0.42,0.58,412385,395114,0.79497,74,191,214,585,134,175,276,8,1,0,3,0,2,0,2,0,0,4,2,2,0.017897,0,66788.7256,100784.6375
"360010130005",1872,780,254.86,0.42,0.21,1087,0.21,7.25,1.69,20323,0.05,12611,7917,4610,63,7.8,66,4.79,6.7,3.06,1169,864,0.59,0.73,0.27,412385,395114,0.86436,88,403,337,700,148,240,312,601,25,3,197,36,7,313,19,1,0.579209,158,141,302,0.808883,0,65503.6514,96671.5456
"360010130004",1572,696,542.26,0.45,0.24,1229,0.21,8.12,1.69,20352,0.04,12601,7903,4617,61,7.8,66,2.55,6.8,1.28,1638,860,0.42,0.47,0.53,412385,395114,0.79604,15,310,454,687,143,270,274,191,21,8,4,55,15,88,0,0,0.765689,70,58,63,0.270922,0,65254.015,96802.7201
"360010131001",1011,366,365.91,0.39,0.21,1086,0.18,8.08,1.46,18137,0.09,11085,6811,4115,119,9.1,69,8.97,8.3,1,1511,993,0.1,0.18,0.82,412385,395114,0.84053,69,185,263,346,61,151,134,1438,45,8,1216,65,24,69,11,0,0.344504,156,765,517,3.059574,0,72612.8006,102681.8404
"360010131002",817,337,39.71,0.36,0.19,962,0.17,7.08,1.38,17137,0.1,10508,6443,3888,133,8.9,68,12.81,9.1,8.49,1234,798,0.18,0.38,0.62,412385,395114,0.79756,35,199,218,587,136,220,231,56,0,39,0,11,2,0,3,1,0.571204,9,26,21,0.133652,0,71771.1753,102473.0566
"360010131003",781,323,72.54,0.38,0.2,1025,0.18,7.44,1.42,17557,0.09,10761,6615,3983,123,9.1,69,11.62,8.8,4.45,1361,808,0.21,0.39,0.61,412385,395114,0.80565,62,212,160,435,106,186,143,264,0,1,128,6,0,0,32,97,0.672147,69,47,148,0.664987,0,72559.6343,101678.1364
"360010132001",619,298,42.73,0.35,0.18,916,0.17,6.17,1.34,16441,0.09,10162,6258,3730,131,9,69,11.21,9.3,6.97,1450,688,0.08,0.3,0.7,412385,395114,0.71052,72,85,129,243,86,106,51,72,35,12,5,2,12,0,6,0,0.803532,28,23,21,0.276923,0,77780.2971,110526.7688
"360010132002",779,397,29.9,0.32,0.15,786,0.16,4.32,1.32,16138,0.1,10016,6168,3661,140,9,69,13.38,9.3,13.28,1350,580,0.07,0.27,0.73,412385,395114,0.77507,119,172,90,359,103,142,114,53,1,27,16,5,2,0,2,0,0.697709,13,27,13,0.145604,0,80023.8554,113876.8865
"360010132003",464,201,45.22,0.4,0.22,1127,0.18,8.07,1.44,17549,0.1,10892,6728,3981,137,9,69,8.3,8.6,4.45,1568,823,0.32,0.41,0.59,412385,395114,0.76203,39,70,83,213,64,77,72,220,113,15,24,51,17,0,0,0,0.810055,119,60,41,1.28655,0,75665.1269,108369.7836
"360010132004",824,338,49.31,0.39,0.22,1117,0.17,6.87,1.41,16723,0.1,10575,6590,3794,144,9,69,8.78,8.8,6.86,1425,907,0.22,0.41,0.59,412385,395114,0.77947,29,106,196,272,80,123,69,23,1,0,6,2,14,0,0,0,0,10,9,4,0.076923,0,70651.2507,100919.9751
"360010132005",976,541,43.71,0.34,0.17,876,0.17,4.72,1.35,16164,0.1,10173,6315,3667,144,9,69,25.95,9.2,12.38,1608,632,0.13,0.25,0.75,412385,395114,0.81044,220,250,113,405,126,162,117,46,0,3,1,9,3,0,30,0,0,18,15,13,0.083942,0,72358.5116,103833.5528
"360010133001",743,376,55.93,0.35,0.17,860,0.18,7.01,1.45,17668,0.06,10886,6762,4008,87,8.9,68,7.69,8.8,6.72,847,869,0.2,0.42,0.58,412385,395114,0.85,10,144,119,236,61,106,69,101,9,4,63,17,3,0,5,0,0.664659,47,27,27,0.397638,0,74538.5741,105969.268
"360010133002",965,410,49.23,0.42,0.24,1231,0.18,7.54,1.47,17587,0.08,10974,6845,3990,105,8.9,69,9.43,8.7,8.33,1587,802,0.34,0.55,0.45,412385,395114,0.77621,36,210,210,473,123,180,170,95,51,0,11,2,23,0,8,0,0.755937,34,42,19,0.238693,0,75831.0115,108075.9545
"360010133003",1852,882,176.13,0.38,0.2,1040,0.17,6.98,1.42,17061,0.08,10666,6652,3870,108,8.9,68,17.7,8.8,5.01,1386,943,0.13,0.22,0.78,412385,395114,0.81288,106,679,345,831,234,299,298,837,48,25,271,8,63,328,8,86,0.730212,185,157,495,0.827075,0,75803.8273,107749.7366
"360010133004",832,392,63.46,0.4,0.21,1086,0.18,7.22,1.51,18301,0.06,11307,7039,4152,87,8.9,69,8.23,8.5,6.18,1172,971,0.38,0.57,0.43,412385,395114,0.79461,35,234,181,394,85,173,136,91,16,0,1,4,70,0,0,0,0.500876,67,17,7,0.221951,0,69526.888,99134.1379
"360010134001",453,213,35.52,0.4,0.22,1121,0.19,7.59,1.53,17810,0.09,11357,7159,4040,119,8.3,67,8.79,8.3,6,1190,841,0.44,0.8,0.2,412385,395114,0.77677,48,124,124,275,72,115,88,79,44,0,2,18,15,0,0,0,0.772922,20,36,23,0.284173,0,68935.2405,94796.3852
"360010134002",831,383,57.27,0.39,0.2,1023,0.19,7.27,1.54,17731,0.09,11358,7177,4022,119,8.4,67,7.34,8.2,6.69,1217,697,0.44,0.63,0.37,412385,395114,0.79754,33,143,235,512,121,183,208,44,4,2,10,22,6,0,0,0,0,26,11,7,0.115183,0,67802.9955,94201.8945
"360010135031",986,339,316.78,0.63,0.41,2092,0.22,10.99,1.84,22472,0.03,13770,8615,5098,43,7.8,66,2.1,4,1.07,2245,1035,0.82,0.87,0.13,412385,395114,0.74476,0,113,265,468,99,125,244,338,15,135,14,3,40,54,77,0,0.802291,116,131,91,0.918478,0,73228.0526,104894.8436
"360010134003",911,429,212.72,0.37,0.19,958,0.18,6.81,1.48,17456,0.09,11038,6918,3960,120,8.3,67,8,8.5,2.02,1236,820,0.17,0.33,0.67,412385,395114,0.80042,137,233,128,532,134,220,178,268,0,5,155,61,15,31,0,1,0.647177,50,106,112,0.594235,0,68243.4862,94443.4616
"360010135032",1323,490,1694.38,0.63,0.39,1974,0.24,10.94,1.98,25022,0.02,14967,9256,5676,26,7.6,66,0.54,2,0.29,1974,NA,0.95,0.83,0.17,412385,395114,0.77685,25,97,353,526,111,148,267,800,61,41,459,169,44,0,23,3,0.656869,163,253,384,1.742919,0,66600.0377,98006.7993
"360010135033",2232,1003,844.99,0.43,0.22,1130,0.21,9.13,1.68,21103,0.04,12717,7855,4787,57,8.2,67,8.81,6.9,1.19,1973,645,0.35,0.36,0.64,412385,395114,0.79424,50,665,313,1248,283,395,570,275,0,1,258,16,0,0,0,0,0.223711,29,170,76,0.27834,0,63820.1651,92563.5224
"360010135083",2754,1082,2844.34,0.57,0.35,1776,0.22,10.36,1.81,22460,0.02,13619,8479,5095,34,8.3,67,4.01,3.9,0.38,2118,1132,0.62,0.65,0.35,412385,395114,0.74198,55,368,692,1269,297,365,607,3930,1116,915,302,522,646,238,183,8,0.858008,1193,1277,1460,3.679775,0,69115.0527,94330.2002
"360010135051",732,311,145.52,0.5,0.29,1491,0.21,8.75,1.73,20699,0.04,12834,8061,4696,58,8.6,68,3.16,5.9,2.14,1577,921,0.74,0.87,0.13,412385,395114,0.77704,8,151,232,435,99,127,209,703,255,49,9,108,166,104,10,2,0.768364,227,235,241,1.879679,0,82936.3641,112196.5025
"360010135052",1801,674,587.57,0.54,0.32,1618,0.23,9.35,1.87,22493,0.03,13916,8753,5103,46,8.6,68,2.05,3.1,1.15,1645,961,0.98,0.96,0.04,412385,395114,0.82359,9,225,439,973,229,296,448,1074,31,0,139,249,3,627,21,4,0.582878,266,360,448,1.647239,0,70097.0836,97164.2235
"360010135061",3215,1118,1359.49,0.55,0.34,1726,0.21,9.36,1.74,21318,0.04,13048,8138,4836,55,8.5,67,1.84,5.5,0.82,2023,925,0.58,0.73,0.27,412385,395114,0.77341,106,477,702,1566,367,484,715,947,61,4,287,232,116,7,240,0,0.795246,290,376,281,0.781998,0,66003.7177,94872.9938
"360010135062",1531,658,351.55,0.51,0.29,1497,0.22,9.36,1.81,21641,0.03,13445,8479,4910,43,8.3,67,2.41,4.5,1.87,1497,NA,0.85,0.95,0.05,412385,395114,0.80517,20,242,461,922,197,279,446,196,21,6,31,32,0,74,32,0,0.891449,52,62,82,0.273743,0,64984.9866,92983.1972
"360010139011",888,393,298.45,0.49,0.27,1360,0.22,8.81,1.82,21195,0.06,13441,8517,4808,87,9.2,69,3.07,3.4,1.32,1360,NA,0.98,0.99,0.01,412385,395114,0.79837,27,150,240,715,169,239,307,472,107,100,22,183,38,10,11,1,0.750501,169,214,89,1.171216,0,87197.0236,106243.0675
"360010135063",1766,788,302.5,0.44,0.25,1274,0.19,7.44,1.61,18983,0.05,11928,7533,4306,66,8.4,67,3.55,7.5,2.6,2030,910,0.39,0.32,0.68,412385,395114,0.81071,30,449,373,900,209,283,408,895,556,30,27,63,168,2,38,11,0.585649,472,288,135,1.148909,0,77124.4411,105945.6679
"360010140012",452,249,275.44,0.44,0.22,1101,0.22,8.46,1.81,21836,0.07,13524,8441,4954,97,9.4,71,2.57,3,0.9,1101,NA,1,0.94,0.06,412385,395114,0.79325,27,154,136,294,81,95,118,1930,319,21,789,706,38,8,45,4,0.615928,520,692,718,6.327869,0,90261.1374,106684.9831
"360010135071",2195,816,459.54,0.51,0.31,1563,0.2,9.57,1.68,20280,0.04,12538,7867,4601,53,8.7,68,9.02,6.5,1.78,1793,1298,0.52,0.54,0.46,412385,395114,0.79209,46,272,527,829,199,227,403,1663,455,165,121,292,298,176,153,3,0.892865,582,553,528,2.033007,0,78783.2291,103374.9
"360010136023",1798,813,226.9,0.4,0.22,1126,0.18,7.38,1.45,17421,0.09,10898,6781,3952,123,9.2,70,8.97,8.4,3.58,1410,1071,0.2,0.16,0.84,412385,395114,0.84634,131,449,357,739,151,222,366,1231,55,196,375,436,47,50,70,2,0.764351,151,446,634,1.408467,0,81569.8767,103501.9511
"360010135072",584,228,918.11,0.42,0.19,965,0.23,10.73,1.88,23369,0.03,14139,8778,5301,45,8.9,68,1.34,2.5,0.25,965,NA,0.81,0.81,0.19,412385,395114,0.76315,0,36,208,365,81,100,184,2790,162,416,1601,457,62,0,89,3,0.650551,474,786,1530,11.772152,0,76433.1918,101272.3941
"360010135081",2076,653,1207.04,0.64,0.39,1992,0.25,12.3,1.96,26169,0.02,15119,9154,5937,22,7.5,66,1.72,2.5,0.54,2171,1270,0.92,0.8,0.2,412385,395114,0.70384,0,242,449,894,216,224,454,295,65,14,60,73,4,0,78,1,0.810292,71,110,114,0.446293,0,58777.5594,85554.4249
"360010135082",1823,751,399.27,0.57,0.34,1734,0.23,9.72,1.86,22437,0.02,13834,8699,5090,34,8.5,67,2.71,3.5,1.88,1734,NA,0.98,0.96,0.04,412385,395114,0.80276,55,175,578,1209,296,317,596,1067,10,335,2,47,61,0,610,2,0.540537,171,441,455,1.350633,0,74621.7826,99592.0658
"360010136011",968,554,352.76,0.4,0.2,1033,0.2,7.82,1.62,19156,0.06,12015,7552,4346,88,8.4,67,4.34,7.4,1.57,1271,761,0.41,0.53,0.47,412385,395114,0.82854,57,301,179,644,116,197,331,519,3,13,447,1,46,0,8,1,0.284675,68,216,235,1.013672,0,65793.7567,91000.4845
"360010137031",2739,616,3986.59,0.62,0.38,1949,0.24,9.57,1.93,24011,0.03,14512,9011,5447,40,8.9,69,1.22,1.7,0.15,2045,1153,0.94,0.89,0.11,412385,395114,0.8512,41,180,405,1136,278,277,581,10824,741,2378,1827,2488,1249,819,1011,311,0.924634,2267,3284,5273,17.950249,0,74895.443,91713.2581
"360010136012",1483,517,575.67,0.62,0.39,1989,0.23,10.58,1.88,22976,0.04,14092,8804,5212,57,8.9,68,1.19,2.8,0.9,1989,NA,1,0.95,0.05,412385,395114,0.74024,29,110,425,502,107,166,229,61,6,1,2,9,1,0,42,0,0.566064,13,32,16,0.113806,0,85497.1274,110919.8243
"360010136013",1392,495,308.6,0.55,0.32,1632,0.23,11.56,1.86,22654,0.04,13890,8670,5139,61,8.9,68,1.57,3.3,1.6,1632,NA,1,0.97,0.03,412385,395114,0.79694,0,188,261,459,95,126,238,504,70,94,21,154,64,0,101,0,0.929955,161,186,157,1.153318,0,77824.5548,103495.0005
"360010136014",3885,730,1659.57,0.68,0.45,2284,0.23,9.42,1.9,23931,0.04,14386,8883,5429,55,8.7,68,1.3,2.7,0.44,2311,2001,0.9,0.91,0.09,412385,395114,0.91171,0,128,538,1306,315,367,624,2413,5,10,0,86,235,2058,9,10,0.288046,1395,419,599,3.776213,0,71918.7488,94903.5311
"360010136015",1899,823,493.02,0.4,0.22,1118,0.18,7.28,1.49,18115,0.07,11219,6978,4110,99,8.9,68,3.96,8.4,1.67,988,1128,0.02,0.07,0.93,412385,395114,0.86674,123,585,379,763,170,230,363,147,0,20,59,48,20,0,0,0,0.919458,34,57,56,0.150461,0,68154.9285,95682.7068
"360010140024",858,366,117.77,0.42,0.23,1178,0.19,8.07,1.58,19024,0.08,11838,7374,4316,112,9.4,71,5.18,7.1,3.11,1438,759,0.59,0.62,0.38,412385,395114,0.78293,27,229,180,401,104,159,138,84,14,0,41,27,2,0,0,0,0.795298,13,35,36,0.202899,0,89849.716,107383.4677
"360010136021",1095,499,1001.03,0.42,0.22,1111,0.2,8.37,1.66,20049,0.06,12405,7742,4548,86,8.4,67,13.81,6.4,0.5,1825,795,0.37,0.31,0.69,412385,395114,0.83263,51,287,481,367,76,102,189,1134,158,282,276,139,23,9,188,59,0.861312,318,356,460,1.53867,0,80210.4005,105391.9489
"360010142014",1149,365,1490.04,0.51,0.29,1476,0.23,11.22,1.81,23212,0.05,13799,8441,5266,69,9.1,69,0.74,3.4,0.24,1779,973,0.65,0.62,0.38,412385,395114,0.74304,15,127,250,440,103,84,253,1129,266,136,401,109,136,68,10,3,0.80343,322,292,515,3.034946,0,67922.2597,88078.8355
"360010136022",1317,518,760.62,0.61,0.4,2029,0.21,9.16,1.75,21208,0.05,13073,8166,4811,72,9,69,3.26,4.8,0.68,2444,1276,0.63,0.64,0.36,412385,395114,0.79169,19,229,346,838,180,246,412,1230,6,414,42,630,24,2,112,0,0.594029,184,254,792,2.232305,0,83129.217,108332.4427
"360010143012",1786,635,5840.69,0.58,0.34,1741,0.24,10.53,1.93,25809,0.03,14956,9040,5855,46,8.4,68,3.32,2.1,0.11,2120,886,0.74,0.69,0.31,412385,395114,0.80222,60,152,584,856,203,250,403,645,70,26,246,84,11,9,198,1,0.723832,139,227,279,0.866935,0,40475.7926,56235.5461
"360010137051",1365,565,281.43,0.53,0.32,1621,0.21,8.64,1.7,20787,0.05,12767,7951,4716,75,9.2,69,2.73,5.8,2.01,1722,1096,0.7,0.84,0.16,412385,395114,0.82645,0,202,452,979,241,260,478,131,12,6,13,15,60,0,25,0,0.843487,94,28,9,0.210273,0,80848.0962,98220.7659
"360010143022",737,317,1941.3,0.43,0.18,925,0.24,11.34,1.88,26913,0.02,14951,8801,6106,34,7.7,67,1.32,2.9,0.16,966,680,0.63,0.86,0.14,412385,395114,0.77358,11,153,236,552,122,122,308,142,0,32,53,52,0,0,5,0,0.857929,18,40,84,0.368831,0,30666.2239,45389.3295
"360010137052",2165,806,825.2,0.5,0.29,1490,0.21,8.89,1.72,20732,0.05,12820,8021,4703,72,9,69,1.69,5.5,0.98,1618,1332,0.58,0.55,0.45,412385,395114,0.83351,70,282,514,946,216,284,446,4536,424,1124,216,1479,862,189,98,144,0.82618,1140,1303,2093,5.355372,0,81154.4378,99357.4434
"360010144011",1102,466,4113.69,0.45,0.22,1098,0.24,10.45,1.82,26377,0.03,14542,8507,5984,38,6.9,67,1.79,4,0.11,1388,584,0.39,0.64,0.36,412385,395114,0.73762,82,116,353,696,158,197,341,56,7,0,2,15,5,0,27,0,0.807253,28,24,4,0.115226,0,35060.7661,50361.739
"360010137053",1440,623,655.29,0.47,0.25,1302,0.21,9.04,1.72,21739,0.05,13080,8051,4932,73,9.3,70,2.42,4.9,0.95,1350,1092,0.71,0.82,0.18,412385,395114,0.79698,13,214,456,792,185,240,367,5272,51,3230,276,632,99,37,493,454,0.623225,360,1298,3614,7.85693,0,86074.3937,106228.2704
"360010137054",1242,623,352.38,0.49,0.28,1421,0.21,8.3,1.71,20781,0.06,12838,8007,4714,87,9.3,70,2.85,5.3,1.77,1531,743,0.75,0.86,0.14,412385,395114,0.80757,0,324,425,769,176,224,369,1058,107,78,63,62,9,1,737,1,0.51156,141,447,470,1.455296,0,85901.5242,104400.8966
"360010137061",2248,762,677.64,0.65,0.42,2146,0.23,10.62,1.85,23218,0.04,13998,8661,5267,52,9.2,69,1.32,3,1.12,2200,1290,1,0.94,0.06,412385,395114,0.758,21,227,589,1048,234,229,585,1283,246,90,502,193,177,47,26,2,0.788033,444,435,404,1.574233,0,86194.694,107719.0443
"360010144012",1748,661,11912.14,0.58,0.32,1631,0.26,12.31,2.08,28428,0,16195,9738,6449,6,4.8,65,0.51,1.1,0.06,1768,950,0.85,0.83,0.17,412385,395114,0.79449,8,169,578,656,149,187,320,655,155,31,395,31,22,0,21,0,0.646897,171,147,337,0.923836,0,15903.503,25242.7686
"360010137071",2512,1060,1102.74,0.55,0.33,1701,0.22,9,1.82,22143,0.04,13587,8497,5023,50,8.9,68,60.04,4,0.96,1779,1465,0.78,0.75,0.25,412385,395114,0.80808,71,513,706,1335,317,310,708,1737,84,50,73,123,209,27,204,967,0.705206,476,425,836,1.391827,0,77779.1371,100202.9219
"360010137072",1896,856,644.94,0.57,0.34,1732,0.23,9.73,1.86,23213,0.04,14001,8667,5266,51,9.1,69,1.76,3.2,1.33,1732,NA,1,0.98,0.02,412385,395114,0.81795,0,305,553,1143,261,274,608,303,3,14,19,48,46,166,6,1,0.656749,99,84,120,0.363309,0,79581.6872,99143.275
"360010137073",1512,541,263.26,0.59,0.37,1903,0.22,10.47,1.81,22378,0.03,13600,8460,5077,48,9,69,2.49,4.1,2.06,1903,NA,0.94,0.97,0.03,412385,395114,0.80992,11,92,397,582,138,151,293,255,0,3,10,2,0,1,238,1,0.181471,207,26,22,0.511022,0,81755.979,103038.9073
"360010144013",1314,510,15194.82,0.6,0.33,1679,0.27,12.43,2.12,29406,0.01,16592,9902,6671,14,5.8,66,0.09,0.6,0.03,1679,NA,0.91,0.95,0.05,412385,395114,0.79274,21,121,349,364,82,126,156,74,23,7,37,5,2,0,0,0,0.753374,18,41,15,0.16087,0,17243.4924,26784.1232
"360010138011",605,232,273.53,0.52,0.28,1445,0.23,10.55,1.92,23221,0.03,14310,8980,5268,47,8,67,1.79,2.7,0.85,1445,NA,1,1,0,412385,395114,0.79012,0,44,203,438,113,146,179,4,0,1,0,3,0,0,0,0,0,1,2,1,0.01626,0,63984.6022,83388.5654
"360010138012",2194,867,615.01,0.52,0.3,1515,0.22,9.3,1.81,21634,0.05,13458,8466,4908,64,8.6,68,1.81,4.1,1.41,1693,955,0.82,0.76,0.24,412385,395114,0.78618,72,354,464,1074,253,354,467,2406,96,281,214,894,194,511,203,13,0.832585,506,784,1116,2.804196,0,69121.1214,85715.7353
"360010138013",527,197,286.31,0.5,0.27,1375,0.23,8.4,1.86,22570,0.04,13911,8709,5120,62,8.5,68,2.02,3.1,0.69,1375,NA,0.88,0.87,0.13,412385,395114,0.78414,15,100,133,304,84,97,123,502,206,65,130,98,2,0,0,1,0.744185,106,186,210,2.082988,0,73046.6974,91768.1427
"360010138014",619,300,101.74,0.45,0.25,1270,0.2,7.99,1.68,19971,0.05,12485,7854,4531,75,8.4,67,3.68,6.6,2.95,1979,380,0.58,0.56,0.44,412385,395114,0.87656,49,75,202,245,61,78,106,1336,23,1,89,1205,7,5,4,2,0.204099,737,499,100,4.24127,0,72359.4323,92361.2262
"360010138015",870,360,626.39,0.46,0.24,1208,0.22,9.41,1.81,22032,0.04,13545,8474,4998,55,7.3,66,1.75,4.4,0.57,1245,1044,0.63,0.82,0.18,412385,395114,0.83255,53,190,275,467,115,162,190,400,224,7,58,62,48,0,0,1,0.688639,115,149,136,0.809717,0,58913.5728,77967.9474
"360010138016",1812,711,589.45,0.57,0.34,1756,0.23,10.49,1.9,22815,0.03,14083,8856,5176,38,7.4,66,1.89,3.4,1.21,1756,NA,0.92,0.86,0.14,412385,395114,0.77832,69,115,468,733,185,233,315,314,171,32,78,25,0,1,1,6,0.628684,45,105,164,0.495268,0,62299.0755,84084.1038
"360010138017",532,252,2682.71,0.52,0.27,1387,0.25,10.44,2.06,25746,0.02,15485,9605,5841,30,7.6,66,0.33,1,0.09,1387,NA,1,1,0,412385,395114,0.8421,0,64,241,438,103,132,203,2063,97,217,991,650,4,4,97,3,0.612759,511,677,875,7.017007,0,55621.0201,74723.4646
"360010138021",2006,649,458.52,0.61,0.37,1898,0.24,11.81,1.9,24872,0.02,14537,8859,5643,27,8.3,67,1.94,3.2,1.42,1898,NA,0.98,0.98,0.02,412385,395114,0.76243,19,70,622,1022,239,241,542,42,0,6,24,3,7,0,2,0,0,12,17,13,0.059829,0,64795.3099,82402.4322
